Date,puck1,puck2,msgs1,msgs2
11:14:09 AM,349,463,,
11:14:10 AM,349,463,,
11:14:11 AM,349,463,,
11:14:12 AM,349,463,,
11:14:13 AM,349,393,,
11:14:14 AM,349,393,,
11:14:15 AM,349,393,,
11:14:16 AM,349,393,,
11:14:17 AM,349,393,,
11:14:18 AM,349,393,,
11:14:19 AM,349,393,,
11:14:20 AM,349,393,,
11:14:21 AM,349,393,,
11:14:22 AM,499,557,,
11:14:23 AM,345,171,600,200
11:14:24 AM,84,56,,
11:14:25 AM,26,56,,
11:14:26 AM,26,56,,
11:14:27 AM,26,56,,
11:14:28 AM,26,56,,
11:14:29 AM,26,56,,
11:14:30 AM,26,56,,
11:14:31 AM,26,56,,
11:14:32 AM,26,56,,
11:14:33 AM,26,56,,
11:14:34 AM,26,56,,
11:14:35 AM,26,56,,
11:14:36 AM,26,56,,
11:14:37 AM,26,56,,
11:14:38 AM,26,56,,
11:14:39 AM,26,56,,
11:14:40 AM,26,56,,
11:14:41 AM,26,56,,
11:14:42 AM,26,56,,
11:14:43 AM,26,56,,
11:14:44 AM,26,56,,
11:14:45 AM,26,56,,
11:14:46 AM,26,56,,
11:14:47 AM,1249,321,800,
11:14:48 AM,953,661,,400
11:14:49 AM,851,661,,
11:14:50 AM,851,661,,
11:14:51 AM,851,661,,
11:14:52 AM,851,661,,
11:14:53 AM,815,661,,
11:14:54 AM,815,661,,
11:14:55 AM,815,661,,
11:14:56 AM,815,661,,
11:14:57 AM,815,661,,
11:14:58 AM,815,661,,
11:14:59 AM,815,661,,
11:15:00 AM,815,663,,
11:15:01 AM,837,663,,
11:15:02 AM,499,329,,
11:15:03 AM,177,289,600,
11:15:04 AM,76,46,,200
11:15:05 AM,76,46,,
11:15:06 AM,76,46,,
11:15:07 AM,76,46,,
11:15:08 AM,76,46,,
11:15:09 AM,76,46,,
11:15:10 AM,76,46,,
11:15:11 AM,76,6,,
11:15:12 AM,76,6,,
11:15:13 AM,76,6,,
11:15:14 AM,76,6,,
11:15:15 AM,76,6,,
11:15:16 AM,76,6,,
11:15:17 AM,76,6,,
11:15:18 AM,76,6,,
