Date,puck1,puck2,msgs1,msgs2
11:15:19 AM,76,6,,
11:15:20 AM,76,6,,
11:15:21 AM,76,6,,
11:15:22 AM,20,6,,
11:15:23 AM,20,6,,
11:15:24 AM,20,6,,
11:15:25 AM,20,6,,
11:15:26 AM,20,6,,
11:15:27 AM,20,6,,
11:15:28 AM,20,6,,
11:15:29 AM,20,6,,
11:15:30 AM,20,6,,
11:15:31 AM,20,6,,
11:15:32 AM,20,6,,
11:15:33 AM,20,6,,
11:15:34 AM,20,6,,
11:15:35 AM,20,6,,
11:15:36 AM,20,6,,
11:15:37 AM,20,6,,
11:15:38 AM,20,6,,
11:15:39 AM,20,6,,
11:15:40 AM,20,6,,
11:15:41 AM,20,6,,
11:15:42 AM,20,6,,
11:15:43 AM,20,6,,
11:15:44 AM,20,6,,
11:15:45 AM,20,6,,
11:15:46 AM,20,6,,
11:15:47 AM,20,6,,
11:15:48 AM,20,6,,
11:15:49 AM,20,6,,
11:15:50 AM,20,6,,
11:15:51 AM,20,6,,
11:15:52 AM,20,6,,
11:15:53 AM,20,6,,
11:15:54 AM,20,6,,
11:15:55 AM,20,6,,
11:15:56 AM,20,6,,
11:15:57 AM,20,6,,
11:15:58 AM,20,6,,
11:15:59 AM,20,6,,
11:16:00 AM,20,6,,
11:16:01 AM,20,6,,
11:16:02 AM,20,6,,
11:16:03 AM,20,6,,
11:16:04 AM,20,6,,
11:16:05 AM,20,6,,
11:16:06 AM,20,6,,
11:16:07 AM,20,6,,
11:16:08 AM,20,6,,
11:16:09 AM,20,2,,
11:16:10 AM,20,2,,
11:16:11 AM,20,2,,
11:16:12 AM,20,2,,
11:16:13 AM,20,2,,
11:16:14 AM,20,2,,
11:16:15 AM,20,2,,
11:16:16 AM,20,2,,
11:16:17 AM,20,2,,
11:16:18 AM,20,2,,
11:16:19 AM,20,2,,
11:16:20 AM,4,2,,
11:16:21 AM,4,2,,
11:16:22 AM,4,2,,
11:16:23 AM,4,2,,
11:16:24 AM,4,2,,
11:16:25 AM,4,2,,
11:16:26 AM,4,2,,
11:16:27 AM,4,2,,
11:16:28 AM,4,2,,
11:16:29 AM,4,2,,
11:16:30 AM,4,2,,
11:16:31 AM,4,2,,
11:16:32 AM,4,2,,
11:16:33 AM,4,2,,
11:16:34 AM,4,2,,
11:16:35 AM,4,2,,
11:16:36 AM,4,2,,
11:16:37 AM,4,2,,
11:16:38 AM,4,2,,
11:16:39 AM,4,2,,
11:16:40 AM,4,2,,
11:16:41 AM,4,2,,
11:16:42 AM,4,2,,
11:16:43 AM,4,2,,
11:16:44 AM,4,2,,
11:16:45 AM,4,2,,
11:16:46 AM,4,2,,
11:16:47 AM,4,2,,
11:16:48 AM,4,2,,
11:16:49 AM,4,2,,
11:16:50 AM,4,2,,
11:16:51 AM,4,2,,
11:16:52 AM,4,2,,
11:16:53 AM,4,2,,
11:16:54 AM,4,2,,
11:16:55 AM,4,2,,
